0.279070,0.000000
0.302326,0.000000
0.325581,0.000000
0.348837,0.000000
0.116279,0.016393
0.139535,0.016393
0.162791,0.016393
0.186047,0.016393
0.209302,0.016393
0.232558,0.016393
0.255814,0.016393
0.279070,0.016393
0.348837,0.016393
0.372093,0.016393
0.395349,0.016393
0.418605,0.016393
0.441860,0.016393
0.465116,0.016393
0.488372,0.016393
0.069767,0.032787
0.093023,0.032787
0.116279,0.032787
0.488372,0.032787
0.511628,0.032787
0.534884,0.032787
0.558140,0.032787
0.581395,0.032787
0.604651,0.032787
0.023256,0.049180
0.046512,0.049180
0.069767,0.049180
0.604651,0.049180
0.627907,0.049180
0.023256,0.065574
0.627907,0.065574
0.651163,0.065574
0.674419,0.065574
0.000000,0.081967
0.023256,0.081967
0.674419,0.081967
0.697674,0.081967
0.000000,0.098361
0.697674,0.098361
0.720930,0.098361
0.000000,0.114754
0.720930,0.114754
0.744186,0.114754
0.767442,0.114754
0.000000,0.131148
0.767442,0.131148
0.000000,0.147541
0.023256,0.147541
0.767442,0.147541
0.790698,0.147541
0.023256,0.163934
0.790698,0.163934
0.023256,0.180328
0.790698,0.180328
0.813953,0.180328
0.023256,0.196721
0.813953,0.196721
0.023256,0.213115
0.046512,0.213115
0.813953,0.213115
0.837209,0.213115
0.046512,0.229508
0.837209,0.229508
0.046512,0.245902
0.837209,0.245902
0.860465,0.245902
0.046512,0.262295
0.860465,0.262295
0.046512,0.278689
0.860465,0.278689
0.046512,0.295082
0.860465,0.295082
0.046512,0.311475
0.860465,0.311475
0.046512,0.327869
0.069767,0.327869
0.860465,0.327869
0.069767,0.344262
0.860465,0.344262
0.069767,0.360656
0.860465,0.360656
0.069767,0.377049
0.860465,0.377049
0.069767,0.393443
0.837209,0.393443
0.860465,0.393443
0.069767,0.409836
0.093023,0.409836
0.837209,0.409836
0.093023,0.426230
0.837209,0.426230
0.093023,0.442623
0.813953,0.442623
0.837209,0.442623
0.093023,0.459016
0.790698,0.459016
0.813953,0.459016
0.093023,0.475410
0.116279,0.475410
0.767442,0.475410
0.790698,0.475410
0.116279,0.491803
0.767442,0.491803
0.116279,0.508197
0.139535,0.508197
0.744186,0.508197
0.767442,0.508197
0.139535,0.524590
0.720930,0.524590
0.744186,0.524590
0.139535,0.540984
0.162791,0.540984
0.255814,0.540984
0.279070,0.540984
0.302326,0.540984
0.325581,0.540984
0.348837,0.540984
0.372093,0.540984
0.395349,0.540984
0.418605,0.540984
0.441860,0.540984
0.465116,0.540984
0.488372,0.540984
0.511628,0.540984
0.534884,0.540984
0.558140,0.540984
0.581395,0.540984
0.697674,0.540984
0.720930,0.540984
0.162791,0.557377
0.186047,0.557377
0.209302,0.557377
0.232558,0.557377
0.255814,0.557377
0.581395,0.557377
0.604651,0.557377
0.627907,0.557377
0.651163,0.557377
0.674419,0.557377
0.697674,0.557377
0.162791,0.573770
0.651163,0.573770
0.162791,0.590164
0.651163,0.590164
0.674419,0.590164
0.139535,0.606557
0.162791,0.606557
0.674419,0.606557
0.139535,0.622951
0.674419,0.622951
0.697674,0.622951
0.139535,0.639344
0.697674,0.639344
0.720930,0.639344
0.139535,0.655738
0.720930,0.655738
0.744186,0.655738
0.139535,0.672131
0.744186,0.672131
0.139535,0.688525
0.744186,0.688525
0.767442,0.688525
0.139535,0.704918
0.162791,0.704918
0.767442,0.704918
0.790698,0.704918
0.162791,0.721311
0.790698,0.721311
0.813953,0.721311
0.162791,0.737705
0.813953,0.737705
0.162791,0.754098
0.186047,0.754098
0.813953,0.754098
0.837209,0.754098
0.186047,0.770492
0.837209,0.770492
0.186047,0.786885
0.837209,0.786885
0.860465,0.786885
0.186047,0.803279
0.860465,0.803279
0.883721,0.803279
0.186047,0.819672
0.883721,0.819672
0.186047,0.836066
0.883721,0.836066
0.906977,0.836066
0.186047,0.852459
0.906977,0.852459
0.930233,0.852459
0.186047,0.868852
0.930233,0.868852
0.186047,0.885246
0.209302,0.885246
0.930233,0.885246
0.953488,0.885246
0.209302,0.901639
0.953488,0.901639
0.976744,0.901639
0.209302,0.918033
0.976744,0.918033
0.209302,0.934426
0.976744,0.934426
1.000000,0.934426
0.209302,0.950820
1.000000,0.950820
0.209302,0.967213
1.000000,0.967213
0.209302,0.983607
0.209302,1.000000
0.232558,1.000000
0.255814,1.000000
